"","company","recruit","period","link_head","link_body","link_head2","link_body2","type"
"2372","송파구약국","단기근무/  풀근무  약사님","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2373","송파구약국","단기근무/  풀근무  약사님","마감일 : 채용시까지","위치","서울 송파구 문정동","경력","무관","NORM"
"2374","송파구약국","단기근무/  풀근무  약사님","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2375","송파구약국","단기근무/  풀근무  약사님","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2376","송파구약국","단기근무/  풀근무  약사님","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2377","약국","근무약사님 구합니다.","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2378","약국","근무약사님 구합니다.","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","근무약사님 구합니다.","NORM"
"2379","약국","근무약사님 구합니다.","마감일 : 채용시까지","급여조건","면접시 협의","학력","대졸(4년제)","NORM"
"2380","약국","근무약사님 구합니다.","마감일 : 채용시까지","근무지역","인천 부평구 부평동","성별","무관","NORM"
"2381","약국","근무약사님 구합니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2382","약국","근무약사님 구합니다.","마감일 : 채용시까지","위치","인천 부평구 부평동","경력","경력   1년 이상","NORM"
"2383","약국","근무약사님 구합니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2384","약국","근무약사님 구합니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2385","약국","근무약사님 구합니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2386","신아산약국","근무약사채용","마감일 : 채용시까지","경력","경력   4년 이상","모집부분","약국 > 근무약사","NORM"
"2387","신아산약국","근무약사채용","마감일 : 채용시까지","학력","학력무관","담당업무","조제검수,투약담당","NORM"
"2388","신아산약국","근무약사채용","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2389","신아산약국","근무약사채용","마감일 : 채용시까지","근무지역","서울 송파구 풍납동","성별","무관","NORM"
"2390","신아산약국","근무약사채용","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2391","신아산약국","근무약사채용","마감일 : 채용시까지","위치","서울 송파구 풍납동","경력","경력   4년 이상","NORM"
"2392","신아산약국","근무약사채용","마감일 : 채용시까지","홈페이지","홈페이지바로가기","인원","1 명","NORM"
"2393","신아산약국","근무약사채용","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2394","신아산약국","근무약사채용","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2395","남성약국","약사님","마감일 : 채용시까지","경력","무관","모집부분","약국 > 시간제약사","NORM"
"2396","남성약국","약사님","마감일 : 채용시까지","학력","학력무관","담당업무","조제및일반의약품","NORM"
"2397","남성약국","약사님","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2398","남성약국","약사님","마감일 : 채용시까지","근무지역","서울 강북구 미아동","성별","무관","NORM"
"2399","남성약국","약사님","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2400","남성약국","약사님","마감일 : 채용시까지","위치","서울 강북구 미아동","경력","무관","NORM"
"2401","남성약국","약사님","마감일 : 채용시까지","홈페이지","홈페이지바로가기","인원","1 명","NORM"
"2402","남성약국","약사님","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2403","남성약국","약사님","마감일 : 채용시까지","고용형태","기타","-","-","NORM"
"2404","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2405","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","학력","학력무관","담당업무","투약","NORM"
"2406","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2407","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","근무지역","서울 강남구 일원동","성별","무관","NORM"
"2408","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2409","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","위치","서울 강남구 일원동","경력","경력   1년 이상","NORM"
"2410","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","홈페이지","-","인원","2 명","NORM"
"2411","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2412","대학약국","풀타임,파트타임약사님구합니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2413","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","경력","무관","모집부분","약국 > 근무약사","NORM"
"2414","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","학력","학력무관","담당업무","조제 투약","NORM"
"2415","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","급여조건","면접시 협의","학력","학력무관","NORM"
"2416","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","근무지역","충남 천안시 동남구 봉명동","성별","무관","NORM"
"2417","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","업종","약국","나이","무관","NORM"
"2418","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","위치","충남 천안시 동남구 봉명동","경력","무관","NORM"
"2419","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","홈페이지","-","인원","1 명","NORM"
"2420","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","우대","-","우대","-","NORM"
"2421","다사랑약국","천안문전약국근무약사님을 모십니다","마감일 : 상시모집","고용형태","정규직","-","-","NORM"
"2422","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 전산원","NORM"
"2423","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","학력","학력무관","담당업무","약국 전산직원 구합니다","NORM"
"2424","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2425","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","근무지역","부산 북구 구포동","성별","무관","NORM"
"2426","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2427","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","위치","부산 북구 구포동","경력","경력   1년 이상","NORM"
"2428","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2429","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2430","서부산약국","약국 전산직원 구합니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2431","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 종업원","NORM"
"2432","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","학력","학력무관","담당업무","성남 중파약국 오후 조제보제 구인합니다","NORM"
"2433","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2434","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","근무지역","경기 성남시 수정구 태평동","성별","무관","NORM"
"2435","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2436","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","위치","경기 성남시 수정구 태평동","경력","경력   1년 이상","NORM"
"2437","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2438","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2439","중파약국","성남 중파약국 오후 조제보제 구인합니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2440","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 시간제약사","NORM"
"2441","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","조제 투약 매약","NORM"
"2442","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","급여조건","면접시 협의","학력","대졸(4년제)","NORM"
"2443","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","근무지역","경기 구리시 갈매동","성별","무관","NORM"
"2444","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2445","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","위치","경기 구리시 갈매동","경력","경력   1년 이상","NORM"
"2446","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2447","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2448","구리 갈매약국","파트약사님 구합니다~","마감일 : 채용시까지","고용형태","기타","-","-","NORM"
"2449","참행복약국","근무약사님 모십니다","마감일 : 상시모집","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2450","참행복약국","근무약사님 모십니다","마감일 : 상시모집","학력","학력무관","담당업무","근무약사님 모십니다","NORM"
"2451","참행복약국","근무약사님 모십니다","마감일 : 상시모집","급여조건","면접시 협의","학력","학력무관","NORM"
"2452","참행복약국","근무약사님 모십니다","마감일 : 상시모집","근무지역","경남 양산시 중부동","성별","무관","NORM"
"2453","참행복약국","근무약사님 모십니다","마감일 : 상시모집","업종","약국","나이","무관","NORM"
"2454","참행복약국","근무약사님 모십니다","마감일 : 상시모집","위치","경남 양산시 중부동","경력","경력   1년 이상","NORM"
"2455","참행복약국","근무약사님 모십니다","마감일 : 상시모집","홈페이지","-","인원","1 명","NORM"
"2456","참행복약국","근무약사님 모십니다","마감일 : 상시모집","우대","-","우대","-","NORM"
"2457","참행복약국","근무약사님 모십니다","마감일 : 상시모집","고용형태","정규직","-","-","NORM"
"2458","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2459","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","학력","학력무관","담당업무","조제 복약","NORM"
"2460","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2461","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","근무지역","경남 김해시 율하동","성별","무관","NORM"
"2462","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2463","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","위치","경남 김해시 율하동","경력","경력   1년 이상","NORM"
"2464","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2465","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2466","온누리약국","근무약사님 구합니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2467","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","경력","무관","모집부분","약국 > 시간제약사","NORM"
"2468","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","학력","학력무관","담당업무","파트약사님 모십니다.","NORM"
"2469","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","급여조건","당사규정에 따름","학력","학력무관","NORM"
"2470","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","근무지역","전북 전주시 덕진구 송천동1가","성별","무관","NORM"
"2471","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2472","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","위치","전북 전주시 덕진구 송천동1가","경력","무관","NORM"
"2473","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2474","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2475","에이스약국","파트약사님 모십니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2476","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","경력","경력   2년 이상","모집부분","약국 > 시간제약사","NORM"
"2477","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","조제 및 투약, 일반약 판매","NORM"
"2478","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","급여조건","당사규정에 따름","학력","대졸(4년제)","NORM"
"2479","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","근무지역","경기 하남시 망월동","성별","무관","NORM"
"2480","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2481","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","위치","경기 하남시 망월동","경력","경력   2년 이상","NORM"
"2482","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2483","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2484","하나약국","저녁타임 약사님 모십니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2485","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2486","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","학력","학력무관","담당업무","조제 투약","NORM"
"2487","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2488","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","근무지역","경기 의정부시 금오동","성별","무관","NORM"
"2489","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2490","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","위치","경기 의정부시 금오동","경력","무관","NORM"
"2491","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2492","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2493","성모대학온누리약국","풀타임, 파트타임 약사님 모십니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2494","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","경력","경력   2년 이상","모집부분","약국 > 전산원","NORM"
"2495","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","학력","학력무관","담당업무","전산, 조제 보조 및 청소","NORM"
"2496","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2497","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","근무지역","서울 마포구 신공덕동","성별","무관","NORM"
"2498","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2499","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","위치","서울 마포구 신공덕동","경력","경력   2년 이상","NORM"
"2500","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2501","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2502","공덕역 3분","월수금 오전 전산 (공덕역 3분거리)","마감일 : 채용시까지","고용형태","계약직","-","-","NORM"
"2503","약사","한약사님 모십니다","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2504","약사","한약사님 모십니다","마감일 : 채용시까지","학력","학력무관","담당업무","한약사님 모십니다","NORM"
"2505","약사","한약사님 모십니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2506","약사","한약사님 모십니다","마감일 : 채용시까지","근무지역","충북 제천시 남천동","성별","무관","NORM"
"2507","약사","한약사님 모십니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2508","약사","한약사님 모십니다","마감일 : 채용시까지","위치","충북 제천시 남천동","경력","무관","NORM"
"2509","약사","한약사님 모십니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2510","약사","한약사님 모십니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2511","약사","한약사님 모십니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2512","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2513","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","학력","학력무관","담당업무","복약 및 조제","NORM"
"2514","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2515","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","근무지역","경기 용인시 처인구 김량장동","성별","무관","NORM"
"2516","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2517","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","위치","경기 용인시 처인구 김량장동","경력","무관","NORM"
"2518","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2519","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2520","미소약국","■미소약국에서 근무약사님 모십니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2521","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2522","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","학력","학력무관","담당업무","조제/투약","NORM"
"2523","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","급여조건","당사규정에 따름","학력","학력무관","NORM"
"2524","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","근무지역","서울 중랑구 면목동","성별","무관","NORM"
"2525","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2526","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","위치","서울 중랑구 면목동","경력","무관","NORM"
"2527","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2528","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2529","밝은약국","풀타임 근무약사님 모십니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2530","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 시간제약사","NORM"
"2531","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","학력","학력무관","담당업무","투약, 조제, 복약지도","NORM"
"2532","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2533","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","근무지역","서울 강남구 논현동","성별","무관","NORM"
"2534","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2535","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","위치","서울 강남구 논현동","경력","경력   1년 이상","NORM"
"2536","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2537","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2538","약국","강남 저녁 파트타임 약사님 모십니다.","마감일 : 채용시까지","고용형태","기타","-","-","NORM"
"2539","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","경력","경력   3년 이상","모집부분","약국 > 근무약사","NORM"
"2540","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","매약","NORM"
"2541","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","급여조건","당사규정에 따름","학력","대졸(4년제)","NORM"
"2542","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","근무지역","서울 강동구 길동","성별","무관","NORM"
"2543","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2544","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","위치","서울 강동구 길동","경력","경력   3년 이상","NORM"
"2545","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2546","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2547","길동 보룡약국","파격조건★ 근무약사 모집","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2548","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","경력","무관","모집부분","약국 > 시간제약사","NORM"
"2549","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","학력","학력무관","담당업무","약국","NORM"
"2550","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2551","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","근무지역","경기 안산시 단원구 대부북동","성별","무관","NORM"
"2552","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2553","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","위치","경기 안산시 단원구 대부북동","경력","무관","NORM"
"2554","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2555","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2556","시간당3만","파트약사님 채용합니다","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2557","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2558","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","학력","학력무관","담당업무","약국업무","NORM"
"2559","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2560","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","근무지역","경기 의정부시 금오동","성별","무관","NORM"
"2561","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2562","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","위치","경기 의정부시 금오동","경력","무관","NORM"
"2563","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2564","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2565","성모제일약국","근무약사님 모십니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2566","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2567","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","학력","학력무관","담당업무","조제 및 투약","NORM"
"2568","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2569","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","근무지역","서울 성북구 안암동5가","성별","무관","NORM"
"2570","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2571","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","위치","서울 성북구 안암동5가","경력","경력   1년 이상","NORM"
"2572","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2573","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2574","약국","문전약국 근무약사님을 구합니다.","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2575","약국","주3일 근무약사님","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2576","약국","주3일 근무약사님","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","조제, 복약지도","NORM"
"2577","약국","주3일 근무약사님","마감일 : 채용시까지","급여조건","면접시 협의","학력","대졸(4년제)","NORM"
"2578","약국","주3일 근무약사님","마감일 : 채용시까지","근무지역","경기 의정부시 의정부동","성별","무관","NORM"
"2579","약국","주3일 근무약사님","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2580","약국","주3일 근무약사님","마감일 : 채용시까지","위치","경기 의정부시 의정부동","경력","경력   1년 이상","NORM"
"2581","약국","주3일 근무약사님","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2582","약국","주3일 근무약사님","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2583","약국","주3일 근무약사님","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2584","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 시간제약사","NORM"
"2585","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","학력","대졸(4년제)","담당업무","11일,12일 오후 약사님 구합니다","NORM"
"2586","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","급여조건","당사규정에 따름","학력","대졸(4년제)","NORM"
"2587","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","근무지역","경기 남양주시 별내동","성별","무관","NORM"
"2588","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2589","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","위치","경기 남양주시 별내동","경력","경력   1년 이상","NORM"
"2590","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2591","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2592","별내오약국","11일,12일 오후 약사님 구합니다","마감일 : 채용시까지","고용형태","기타","-","-","NORM"
"2593","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","경력","무관","모집부분","약국 > 근무약사","NORM"
"2594","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","학력","학력무관","담당업무","일반매약, 처방조제 등 일반 약사 업무","NORM"
"2595","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","급여조건","면접시 협의","학력","학력무관","NORM"
"2596","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","근무지역","인천 계양구 임학동","성별","무관","NORM"
"2597","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","업종","약국","나이","무관","NORM"
"2598","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","위치","인천 계양구 임학동","경력","무관","NORM"
"2599","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","홈페이지","-","인원","1 명","NORM"
"2600","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","우대","-","우대","-","NORM"
"2601","365 건강약국","근무약사님을 모십니다~","마감일 : 채용시까지","고용형태","정규직","-","-","NORM"
"2602","시흥약국","근무약사님 구합니다(실수령600만원 최고우대)","마감일 : 채용시까지","경력","경력   1년 이상","모집부분","약국 > 근무약사","NORM"
"2603","시흥약국","근무약사님 구합니다(실수령600만원 최고우대)","마감일 : 채용시까지","학력","학력무관","담당업무","조제 투약및 판매","NORM"
